date,fng_value,fng_class,Open,High,Low,Close,Volume_btc,Volume_usd,sopr_val
2018-04-02,11,Extreme Fear,6922.0,7049.98,6430.0,6815.5,44070.258,297421470.0,0.992447560525164
2018-04-03,22,Extreme Fear,6813.01,7125.0,6765.0,7063.97,32119.559,224306510.0,0.9931786198094461
2018-04-04,22,Extreme Fear,7063.97,7520.0,7011.01,7405.21,37630.844,275960640.0,0.9859194142953581
2018-04-05,17,Extreme Fear,7405.21,7427.52,6707.0,6796.1,42213.293,297292600.0,0.9791271247648561
2018-04-06,19,Extreme Fear,6796.1,6902.0,6566.69,6770.0,38980.6,263089620.0,0.9792164923385911
2018-04-07,20,Extreme Fear,6770.77,6850.0,6500.0,6601.39,27451.967,182110850.0,0.9872293192063791
2018-04-08,17,Extreme Fear,6601.39,7070.0,6586.28,6895.8,32267.723,222309020.0,0.9947108982032581
2018-04-09,21,Extreme Fear,6895.81,7109.13,6880.0,7011.02,21422.693,149951840.0,0.9831671854736481
2018-04-10,18,Extreme Fear,7018.0,7185.0,6611.0,6780.01,34065.426,234204370.0,0.985442739376249
2018-04-11,20,Extreme Fear,6781.36,6890.0,6656.0,6839.56,22295.059,151222910.0,0.9913303863303861
2018-04-12,18,Extreme Fear,6843.9,6990.0,6787.0,6953.79,23976.934,165130180.0,1.00098969689457
2018-04-13,23,Extreme Fear,6947.01,8012.23,6743.2,7922.99,64603.53,483097730.0,1.01444343647262
2018-04-17,26,Fear,8356.87,8419.0,7867.0,8064.92,36618.227,295448300.0,0.998334335917842
2018-04-18,24,Extreme Fear,8064.92,8173.7,7825.4,7890.95,32149.506,258198940.0,1.00182162675964
2018-04-19,25,Extreme Fear,7890.94,8236.43,7868.0,8173.0,26967.086,217636380.0,1.02510191154641
2018-04-20,26,Fear,8173.99,8296.0,8080.0,8278.0,27102.172,222585040.0,1.00893660092212
2018-04-21,32,Fear,8273.84,8930.0,8177.09,8852.11,39792.723,337294750.0,1.0136674661271
2018-04-22,31,Fear,8852.12,9035.0,8565.0,8915.0,40815.418,358396400.0,1.00953683093969
2018-04-23,28,Fear,8915.33,9020.67,8727.68,8786.99,29459.545,261823310.0,1.01071215775947
2018-04-24,29,Fear,8785.72,8985.0,8745.0,8934.01,25834.693,229742080.0,1.01141872730759
2018-04-25,64,Greed,8934.0,9731.01,8922.0,9601.18,46223.863,430798620.0,1.00512203291834
2018-04-26,47,Neutral,9601.28,9759.82,8730.0,8869.99,81098.13,744960900.0,1.01653408070631
2018-04-27,55,Greed,8869.98,9307.48,8651.62,9273.96,43215.52,384321760.0,1.00165714056772
2018-04-28,54,Neutral,9269.71,9395.0,8889.0,8915.35,37230.207,342755330.0,1.00254757378012
2018-04-29,61,Greed,8915.35,9427.48,8870.0,9348.0,34756.836,321672900.0,1.00205857011071
2018-04-30,59,Greed,9346.98,9570.51,9163.74,9419.0,38147.227,357020830.0,1.00631020202449
2018-05-01,56,Greed,9417.04,9458.64,9124.99,9246.01,34999.027,324997820.0,0.9995717239924221
2018-05-02,52,Neutral,9248.99,9248.99,8800.49,9077.0,40996.223,368496200.0,1.01860810673774
2018-05-03,55,Greed,9176.0,9268.0,9167.43,9247.81,3728.2046,34419480.0,1.00702256652065
2018-05-04,56,Greed,9247.81,9844.0,9168.4,9750.0,38749.26,365853470.0,1.0097010222236
2018-05-05,63,Greed,9746.02,9830.04,9520.85,9708.04,28680.002,277546180.0,1.00704330567809
2018-05-06,67,Greed,9710.0,10020.0,9682.0,9864.0,24988.21,246775250.0,1.00164202648516
2018-05-07,56,Greed,9863.99,9970.0,9417.03,9659.01,27687.127,267348510.0,0.999730696848475
2018-05-08,62,Greed,9660.01,9689.67,9181.0,9365.0,33756.164,315739330.0,0.999314121341154
2018-05-09,53,Neutral,9365.0,9475.7,9060.54,9178.0,25530.258,236417120.0,1.00756493181226
2018-05-10,63,Greed,9179.0,9390.0,8965.0,9310.0,25277.43,232163970.0,1.00562098163797
2018-05-11,41,Fear,9306.33,9395.12,8970.0,9002.21,25044.115,231500750.0,0.9916213845864611
2018-05-12,44,Fear,9006.71,9016.8,8341.0,8405.94,48214.81,418705060.0,0.9962199688139131
2018-05-13,40,Fear,8400.01,8646.88,8153.0,8476.13,40238.453,337893630.0,0.9997223767856711
2018-05-14,40,Fear,8465.95,8763.36,8298.0,8677.0,25630.646,219448820.0,1.04359196272494
2018-05-15,40,Fear,8677.0,8879.99,8277.0,8663.34,37386.676,320530980.0,1.00101711986378
2018-05-16,32,Fear,8663.37,8859.99,8401.3,8462.0,28121.123,242319380.0,0.98738715260401
2018-05-17,31,Fear,8462.0,8488.0,8083.01,8330.0,30683.652,253367680.0,1.04449531622163
2018-05-18,37,Fear,8329.54,8464.0,7979.0,8041.46,25329.518,208581680.0,0.9891844783253341
2018-05-19,31,Fear,8038.82,8273.21,7911.9,8239.81,23422.854,189437860.0,1.00356477034761
2018-05-20,32,Fear,8238.01,8390.8,8095.73,8233.49,17191.258,141873950.0,1.00218957724865
2018-05-21,41,Fear,8233.51,8609.0,8163.9,8526.97,19947.566,167370190.0,1.00457877456919
2018-05-22,30,Fear,8524.2,8595.31,8305.0,8389.0,21513.213,181734540.0,0.993037190547
2018-05-23,26,Fear,8388.98,8400.18,7935.11,7977.11,23701.982,194277500.0,0.988760332977145
2018-05-24,27,Fear,7977.15,8031.9,7425.0,7499.13,42909.125,331187170.0,0.996448116812584
2018-05-25,25,Extreme Fear,7501.95,7730.73,7266.99,7575.01,37566.477,282209120.0,0.988539143451973
2018-05-26,23,Extreme Fear,7578.99,7649.55,7308.15,7456.99,26486.984,197857470.0,0.9917037889692831
2018-05-27,19,Extreme Fear,7456.99,7620.0,7300.0,7333.96,19462.031,145625600.0,0.9912840075479791
2018-05-28,22,Extreme Fear,7334.0,7400.0,7231.11,7338.99,18689.082,136578700.0,0.9859492379165271
2018-05-29,16,Extreme Fear,7338.99,7437.0,7058.02,7099.0,27147.133,196280960.0,0.9922574208724351
2018-05-30,38,Fear,7099.0,7540.0,7032.95,7456.26,39397.914,288005020.0,0.9975190591258211
2018-05-31,25,Extreme Fear,7461.27,7569.0,7260.5,7382.07,31967.318,237410850.0,0.994736471942507
2018-06-01,24,Extreme Fear,7382.07,7699.0,7327.51,7485.58,30303.873,227464640.0,0.9937628602389811
2018-06-02,27,Fear,7485.59,7608.55,7355.54,7521.0,28255.125,211429660.0,0.999840193971358
2018-06-03,40,Fear,7520.1,7697.33,7437.0,7636.79,26717.299,203362450.0,1.00154598894276
2018-06-04,41,Fear,7636.79,7786.69,7600.0,7711.07,27500.963,211710580.0,0.9956401163489661
2018-06-05,26,Fear,7714.26,7760.52,7446.5,7487.0,32253.602,244147420.0,0.9916876592725081
2018-06-06,42,Fear,7487.0,7679.49,7358.0,7626.64,31719.652,237714270.0,0.9976365451793011
2018-06-07,38,Fear,7626.64,7699.0,7467.05,7658.84,27227.754,206997300.0,0.9981907618806001
2018-06-08,40,Fear,7658.79,7765.0,7620.0,7688.53,25059.822,192941540.0,0.99446209057225
2018-06-09,39,Fear,7688.53,7703.5,7531.0,7603.44,23392.654,178175600.0,0.9951692355125351
2018-06-10,24,Extreme Fear,7603.44,7683.98,7450.0,7491.73,19307.139,146927440.0,0.981116095141156
2018-06-11,15,Extreme Fear,7491.73,7491.73,6622.81,6764.99,52346.957,367280580.0,0.98250652438885
2018-06-12,19,Extreme Fear,6764.99,6922.0,6610.0,6872.0,34552.367,233039630.0,0.9872202271813911
2018-06-13,19,Extreme Fear,6874.54,6890.51,6435.0,6530.0,36723.586,245773840.0,0.9773163292983531
2018-06-14,17,Extreme Fear,6530.0,6627.6,6118.68,6292.78,46158.477,295200480.0,0.9928651891030931
2018-06-15,26,Fear,6292.79,6720.0,6260.0,6635.98,44430.02,288722500.0,0.9920119134304791
2018-06-16,22,Extreme Fear,6638.67,6666.66,6362.31,6380.03,30009.754,196125660.0,0.9925161036320591
2018-06-17,23,Extreme Fear,6380.03,6560.0,6320.86,6483.98,22276.943,143747250.0,0.989274230686293
2018-06-18,27,Fear,6482.5,6589.03,6422.0,6448.71,19871.436,129271864.0,0.9898241149447631
2018-06-19,32,Fear,6448.71,6794.38,6380.0,6712.46,31794.82,208393490.0,0.9960242957200781
2018-06-20,34,Fear,6711.39,6841.74,6653.0,6739.99,24310.154,163414600.0,0.9930139037907431
2018-06-21,37,Fear,6739.98,6817.23,6551.81,6761.51,26351.516,175852320.0,1.00324042277979
2018-06-22,28,Fear,6763.21,6795.0,6672.57,6718.85,25261.203,170013300.0,0.9854114990629311
2018-06-23,17,Extreme Fear,6718.82,6733.97,5918.94,6045.92,52162.723,327461820.0,0.9910127784350461
2018-06-24,15,Extreme Fear,6045.92,6260.0,6008.48,6149.98,26623.291,162759070.0,0.98056173278561
2018-06-25,16,Extreme Fear,6149.98,6259.8,5750.0,6136.97,47417.246,283898100.0,0.992718511843613
2018-06-26,21,Extreme Fear,6137.95,6350.0,6061.97,6252.0,39114.992,242559490.0,0.9870699027324761
2018-06-27,18,Extreme Fear,6252.0,6272.54,6035.0,6065.89,21988.996,135938660.0,0.887539067869577
2018-06-28,20,Extreme Fear,6065.89,6190.43,5971.0,6134.73,19731.342,120164890.0,0.9787399267267721
2018-06-29,16,Extreme Fear,6134.73,6173.01,5827.0,5853.98,30501.033,184746750.0,0.9847769977726091
2018-06-30,22,Extreme Fear,5850.0,6300.0,5780.0,6197.92,33014.84,196110540.0,1.00038516923058
2018-07-01,27,Fear,6197.92,6528.99,6186.03,6391.08,37448.008,238578000.0,0.9630976731393561
2018-07-02,27,Fear,6391.08,6441.06,6251.0,6360.82,27560.227,175108100.0,0.9997951705722781
2018-07-03,31,Fear,6360.82,6685.0,6271.62,6613.44,36228.91,235534770.0,0.996174961376974
2018-07-04,33,Fear,6615.29,6679.35,6463.01,6513.86,38636.508,254372720.0,1.00188167340274
2018-07-05,37,Fear,6511.01,6784.92,6441.11,6585.53,23567.953,156260340.0,0.996442854244667
2018-07-06,34,Fear,6586.98,6712.0,6453.33,6529.2,35038.754,230598720.0,0.9874416780141151
2018-07-07,34,Fear,6529.05,6648.54,6425.0,6609.78,29359.12,192015300.0,0.9964734117096091
2018-07-08,38,Fear,6609.79,6818.16,6508.88,6756.99,23974.674,158039600.0,0.9862388144718581
2018-07-09,39,Fear,6756.98,6780.0,6667.44,6712.12,24619.924,165919620.0,0.998660553331532
2018-07-10,37,Fear,6713.01,6802.06,6612.24,6663.03,26725.334,179200910.0,0.9906792022732941
2018-07-11,29,Fear,6664.66,6681.0,6263.0,6299.99,38347.098,247770180.0,0.9842485066329951
2018-07-12,33,Fear,6299.99,6406.0,6278.99,6378.07,28405.777,180420690.0,0.9794198534815721
2018-07-13,29,Fear,6378.07,6380.28,6070.0,6250.58,31307.61,194332820.0,0.9826445136440681
2018-07-14,29,Fear,6251.4,6350.0,6110.0,6214.45,26370.305,164441310.0,0.9927962890350011
2018-07-15,32,Fear,6214.57,6335.0,6178.0,6251.99,17781.037,110951256.0,0.9986785079080591
2018-07-16,36,Fear,6250.9,6395.0,6225.4,6354.15,22978.344,145413060.0,0.9989302884134181
2018-07-17,39,Fear,6353.03,6747.3,6330.4,6723.35,36202.63,237084050.0,1.00902316332053
2018-07-18,42,Fear,6723.33,7468.99,6652.04,7317.44,52099.094,364560900.0,1.0075775006194
2018-07-19,44,Fear,7317.42,7588.08,7225.38,7381.88,59484.656,440537730.0,1.00731424161917
2018-07-20,47,Neutral,7381.88,7576.28,7270.0,7468.86,41219.76,305180500.0,1.00419024822371
2018-07-21,43,Fear,7470.67,7700.0,7273.0,7337.53,46129.438,342754020.0,1.00460796573053
2018-07-22,46,Fear,7337.47,7458.47,7211.0,7398.78,28886.932,212116980.0,1.00658943354637
2018-07-23,44,Fear,7399.25,7582.4,7335.5,7394.78,30269.2,225614290.0,1.00947555759082
2018-07-24,49,Neutral,7394.78,7833.0,7375.0,7721.65,41633.836,320008160.0,1.01249273406438
2018-07-25,54,Neutral,7721.71,8486.0,7696.0,8395.01,60119.22,487123140.0,1.01281196308136
2018-07-26,53,Neutral,8395.0,8491.77,8050.0,8175.64,48258.113,398097600.0,1.00457001057123
2018-07-27,47,Neutral,8177.43,8315.69,7850.06,7920.0,43233.582,352136900.0,1.00395291441757
2018-07-28,54,Neutral,7932.14,8285.0,7805.0,8188.56,43658.14,350790660.0,1.00796010605084
2018-07-29,54,Neutral,8188.63,8246.54,8067.0,8225.04,26217.39,214379870.0,1.01195720822824
2018-07-30,53,Neutral,8225.94,8294.51,8115.0,8211.0,25527.146,209530460.0,1.00310662160466
2018-07-31,48,Neutral,8210.99,8273.0,7866.0,8171.4,39694.664,321609300.0,1.00084177732205
2018-08-01,39,Fear,8171.4,8180.0,7633.0,7730.93,48303.42,379794850.0,0.995129878109087
2018-08-02,39,Fear,7730.93,7750.0,7430.0,7599.97,42582.79,322231230.0,0.996012613992947
2018-08-03,36,Fear,7603.65,7709.46,7455.72,7525.71,37390.7,283589700.0,0.993019386336465
2018-08-04,31,Fear,7526.43,7540.0,7282.44,7412.27,45003.496,333067940.0,0.9884184035815831
2018-08-05,23,Extreme Fear,7418.76,7494.81,6926.0,7009.84,36289.58,262293120.0,0.9938562495137641
2018-08-06,25,Extreme Fear,7007.7,7089.87,6882.29,7024.19,32894.242,229992100.0,0.9895348276853481
2018-08-07,25,Extreme Fear,7024.19,7160.0,6821.0,6943.64,32760.076,229077260.0,0.9937788055506891
2018-08-08,23,Extreme Fear,6935.01,7150.46,6670.0,6720.06,45443.637,316343040.0,0.983737226341555
2018-08-09,19,Extreme Fear,6720.63,6721.54,6123.0,6285.0,59559.848,382474200.0,0.9809109352188771
2018-08-10,21,Extreme Fear,6283.27,6622.81,6178.6,6527.36,51933.695,332804160.0,0.99131217226943
2018-08-11,18,Extreme Fear,6529.79,6575.88,6026.39,6148.13,59042.73,374676160.0,0.9837393132539011
2018-08-12,18,Extreme Fear,6148.13,6488.0,5971.0,6222.55,47138.277,291057900.0,0.9917365546908331
2018-08-13,21,Extreme Fear,6232.14,6472.3,6130.0,6308.33,38568.914,243233550.0,0.995250146429913
2018-08-14,16,Extreme Fear,6308.56,6545.0,6145.04,6246.35,53901.527,341550500.0,0.9759329846915251
2018-08-15,18,Extreme Fear,6248.25,6250.33,5880.0,6188.08,50191.51,303180670.0,0.9904490336397351
2018-08-16,21,Extreme Fear,6188.08,6609.0,6172.11,6265.27,68814.58,439080960.0,0.995432674170274
2018-08-17,19,Extreme Fear,6267.28,6480.0,6205.6,6311.75,48519.113,307743600.0,1.00347173094449
2018-08-18,24,Extreme Fear,6316.0,6585.0,6285.4,6584.49,57852.332,374417540.0,0.994555568064281
2018-08-19,27,Fear,6582.99,6620.0,6288.0,6387.96,53733.89,345870300.0,1.00484841574294
2018-08-20,26,Fear,6387.96,6541.0,6300.0,6477.54,45188.695,289265280.0,0.9971562973762781
2018-08-21,19,Extreme Fear,6477.77,6530.0,6220.0,6250.99,49438.51,317618020.0,0.9976614043434391
2018-08-22,21,Extreme Fear,6250.99,6500.0,6235.08,6480.0,41571.617,265454050.0,1.00280272073665
2018-08-23,18,Extreme Fear,6479.98,6882.54,6251.2,6360.88,73430.9,483412350.0,1.00054690093321
2018-08-24,19,Extreme Fear,6357.88,6576.99,6342.28,6525.0,40356.91,259766380.0,0.9976632263916121
2018-08-25,22,Extreme Fear,6525.01,6725.0,6440.5,6686.98,38308.3,251522830.0,1.01666666228785
2018-08-26,19,Extreme Fear,6686.31,6789.0,6650.61,6733.64,19218.4,129069710.0,1.01003687908785
2018-08-27,18,Extreme Fear,6733.64,6775.27,6568.0,6700.0,20106.855,134112584.0,1.00645730313585
2018-08-28,19,Extreme Fear,6699.98,6940.51,6646.5,6907.92,37707.67,253949360.0,1.00652449041747
2018-08-29,19,Extreme Fear,6907.99,7135.0,6860.0,7076.11,48343.625,338075800.0,1.01117539974344
2018-08-30,22,Extreme Fear,7077.0,7133.81,6912.34,7033.22,43252.906,304538750.0,1.00480190464785
2018-08-31,17,Extreme Fear,7031.22,7063.63,6784.81,6984.84,44718.867,309350620.0,0.999270572432669
2018-09-01,21,Extreme Fear,6981.21,7089.0,6888.0,7011.21,40468.78,282713400.0,1.00376863265072
2018-09-02,18,Extreme Fear,7011.21,7275.0,7008.74,7200.01,40325.21,287284200.0,1.0047655781262
2018-09-03,19,Extreme Fear,7201.57,7345.45,7127.0,7298.27,39816.598,288523700.0,1.0018250029436
2018-09-04,26,Fear,7302.0,7338.28,7191.63,7263.02,32394.44,235400740.0,1.00368823427772
2018-09-05,17,Extreme Fear,7263.0,7410.0,7227.17,7356.0,35302.54,258997680.0,0.9913746354986771
2018-09-06,14,Extreme Fear,7356.02,7397.3,6682.0,6700.0,63734.035,449470600.0,0.9824041906370841
2018-09-07,17,Extreme Fear,6693.51,6725.0,6265.0,6516.02,60646.406,390279870.0,0.9913275707753061
2018-09-08,18,Extreme Fear,6516.01,6544.0,6320.0,6395.54,38908.54,250715460.0,0.9915999173987681
2018-09-09,13,Extreme Fear,6395.55,6478.0,6111.0,6182.0,38216.656,241726510.0,0.9918557223837611
2018-09-10,15,Extreme Fear,6182.0,6441.0,6141.53,6250.81,37055.71,233596940.0,0.9902560325340681
2018-09-11,18,Extreme Fear,6252.26,6373.98,6221.0,6312.0,32437.54,204183440.0,0.9844074114334
2018-09-12,14,Extreme Fear,6311.99,6404.0,6169.68,6292.32,33104.043,208358610.0,0.988989298236816
2018-09-13,20,Extreme Fear,6292.32,6360.0,6192.37,6338.62,31432.547,197405520.0,0.9878383683410981
2018-09-14,23,Extreme Fear,6338.62,6535.0,6337.4,6487.38,40468.387,260981730.0,0.9981821309707971
2018-09-15,24,Extreme Fear,6487.39,6584.99,6385.62,6476.44,37175.582,241459950.0,0.9976899662270291
2018-09-16,28,Fear,6476.45,6565.45,6466.13,6516.42,25243.852,164559500.0,0.9976625244767121
2018-09-17,25,Extreme Fear,6514.95,6524.62,6370.0,6500.08,27568.06,178614900.0,0.994842837093392
2018-09-18,21,Extreme Fear,6500.08,6533.84,6201.0,6248.69,35988.727,228975150.0,0.9944872361564481
2018-09-19,24,Extreme Fear,6252.25,6390.0,6224.98,6336.45,32620.021,205745390.0,0.9952193186069991
2018-09-20,24,Extreme Fear,6336.39,6517.7,6123.0,6392.0,39046.3,247462660.0,0.994053406519365
2018-09-21,31,Fear,6392.0,6540.0,6325.0,6491.0,25188.02,161841630.0,0.9856969731828871
2018-09-22,35,Fear,6491.0,6784.86,6491.0,6759.02,51781.246,345724960.0,0.997615897112839
2018-09-23,38,Fear,6759.01,6839.03,6627.0,6723.05,29350.041,197211790.0,1.00025796510053
2018-09-24,43,Fear,6724.53,6788.23,6661.75,6708.0,30286.455,203482700.0,0.9968139546718661
2018-09-25,37,Fear,6706.81,6730.0,6557.0,6581.42,35307.465,234354830.0,0.9871138364520721
2018-09-26,37,Fear,6581.44,6584.01,6325.02,6443.92,40306.79,258949680.0,0.9980464797346331
2018-09-27,42,Fear,6447.5,6557.99,6379.7,6465.12,33481.62,216841840.0,0.9986663626536051
2018-09-28,42,Fear,6467.84,6750.0,6434.0,6689.13,33087.31,216915410.0,1.00346675081536
2018-09-29,37,Fear,6689.12,6814.8,6540.88,6634.58,42403.645,283136800.0,0.99324520422072
2018-09-30,34,Fear,6634.58,6636.0,6464.57,6596.37,30256.848,198422690.0,0.9981817482900011
2018-10-01,35,Fear,6596.39,6662.0,6533.0,6626.57,27764.406,183438130.0,0.9895311612678411
2018-10-02,33,Fear,6626.57,6667.09,6510.0,6608.2,20621.836,136117220.0,0.99558971332688
2018-10-03,36,Fear,6611.56,6640.0,6494.0,6525.19,28285.271,185979250.0,0.9911539515115441
2018-10-04,29,Fear,6525.78,6549.0,6430.0,6510.0,28411.53,184355260.0,0.99677278565726
2018-10-05,37,Fear,6510.01,6643.46,6505.09,6593.79,20074.059,132346790.0,0.9970869564983411
2018-10-06,34,Fear,6591.69,6697.0,6543.08,6635.65,16096.217,106262936.0,0.998360382483599
2018-10-07,29,Fear,6635.65,6651.0,6566.77,6596.44,10939.141,72247620.0,0.997010866102612
2018-10-08,26,Fear,6594.28,6640.0,6525.0,6615.09,17406.78,114491600.0,1.00122712397554
2018-10-09,31,Fear,6615.25,6715.6,6587.0,6673.01,23122.547,153700180.0,0.9974922236929
2018-10-10,28,Fear,6673.01,6685.38,6607.0,6655.4,15359.4,102148420.0,0.99897170300608
2018-10-11,19,Extreme Fear,6658.8,6659.95,6530.0,6631.0,15384.67,101575304.0,0.946946669743384
2018-10-12,13,Extreme Fear,6630.21,6633.92,6205.0,6252.71,48717.492,308151200.0,0.9950842710823691
2018-10-13,15,Extreme Fear,6252.71,6360.0,6209.0,6298.0,29003.549,183037760.0,0.993649173206911
2018-10-14,18,Extreme Fear,6298.0,6345.0,6285.07,6332.92,19096.867,120728840.0,0.993527231177988
2018-10-15,20,Extreme Fear,6332.91,6416.0,6308.0,6339.34,15626.724,99527360.0,1.00375287774512
2018-10-16,24,Extreme Fear,6339.34,7680.0,6300.0,6752.5,90744.1,627821900.0,0.9905045366974731
2018-10-17,23,Extreme Fear,6752.5,6900.0,6670.0,6756.01,27557.848,186120130.0,0.9927877211361911
2018-10-18,26,Fear,6759.27,6811.12,6676.01,6740.88,26641.473,179641230.0,0.9951189133823991
